cohort,model,splitter,n_subjects,n_windows,window_n_mean,window_n_sd,window_prevalence_mean,window_prevalence_sd,window_accuracy_mean,window_accuracy_sd,window_balanced_accuracy_mean,window_balanced_accuracy_sd,window_macro_f1_mean,window_macro_f1_sd,window_mcc_mean,window_mcc_sd,window_auroc_mean,window_auroc_sd,window_auprc_mean,window_auprc_sd,window_brier_mean,window_brier_sd,window_calibration_slope_mean,window_calibration_slope_sd,window_calibration_intercept_mean,window_calibration_intercept_sd,window_ece_mean,window_ece_sd,subject_n_mean,subject_n_sd,subject_prevalence_mean,subject_prevalence_sd,subject_accuracy_mean,subject_accuracy_sd,subject_balanced_accuracy_mean,subject_balanced_accuracy_sd,subject_macro_f1_mean,subject_macro_f1_sd,subject_mcc_mean,subject_mcc_sd,subject_auroc_mean,subject_auroc_sd,subject_auprc_mean,subject_auprc_sd,subject_brier_mean,subject_brier_sd,subject_calibration_slope_mean,subject_calibration_slope_sd,subject_calibration_intercept_mean,subject_calibration_intercept_sd,subject_ece_mean,subject_ece_sd,n_subjects_mean,n_subjects_sd,window_auroc_ci_lo,window_auroc_ci_hi,subject_auroc_ci_lo,subject_auroc_ci_hi,window_accuracy_ci_lo,window_accuracy_ci_hi,subject_accuracy_ci_lo,subject_accuracy_ci_hi,window_macro_f1_ci_lo,window_macro_f1_ci_hi,subject_macro_f1_ci_lo,subject_macro_f1_ci_hi,window_brier_ci_lo,window_brier_ci_hi,subject_brier_ci_lo,subject_brier_ci_hi,window_calibration_slope_ci_lo,window_calibration_slope_ci_hi,subject_calibration_slope_ci_lo,subject_calibration_slope_ci_hi
depresjon,logreg,inflation,,,,,,,,,,,,,,,0.06513566491282352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024164070619849504,0.12164982508320976,,,,,,,,,,,,,,,,,,
depresjon,logreg,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0652173913043479,,,,,,,,,,,,,,,,0.010989010989011058,0.10888164630400653,,,,,,,,,,,,,,,,
depresjon,logreg,inflation,,,,,,,0.05125725338491305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02377931131718374,0.08416115151701921,,,,,,,,,,,,,,
depresjon,logreg,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05454545454545445,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.11428571428571421,,,,,,,,,,,,
depresjon,logreg,inflation,,,,,,,,,,,0.05781583540145552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026981610035936743,0.09284792697119432,,,,,,,,,,
depresjon,logreg,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05600620734808992,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.11579818031430933,,,,,,,,
depresjon,rf,subject_wise,55.0,1034.0,1034.0,0.0,0.3471953578336557,0.0,0.7238878143133463,0.015074153985477998,0.6727855153203343,0.0149086937336748,0.6793368485228747,0.0160182726122388,0.36669210110419503,0.03341418924092348,0.7617034973692356,0.017236824107555875,0.6423889636745199,0.01913606804267347,0.18543180500601025,0.006964058162349014,0.6854949785527913,0.07197674472003343,0.012206939953623255,0.0500198194644769,0.060661267701321256,0.014617793906675615,55.0,0.0,0.41818181818181815,0.0,0.7745454545454546,0.024543583916747387,0.7444972826086957,0.02561470645734856,0.7512085764825491,0.027493952641567107,0.5399134635826492,0.056072998035119885,0.864945652173913,0.027853813179395018,0.8391081301706909,0.029164935119798178,0.16084587690744098,0.006237050703617127,1.9539069431128975,0.3632497421770668,0.1888841438400839,0.04430680547637399,0.1395287462100393,0.016535189633278078,55.0,0.0,0.6809356578686305,0.848063656966458,0.8125,0.9481660666921903,0.6245014213973291,0.8030733099846418,0.6764705882352942,0.8529411764705882,0.5843176548774074,0.7544544560116421,0.640326538050105,0.8367190466277382,0.14089041253283133,0.23724808079754717,0.12619833686150253,0.1880683549515479,0.4868810064286169,1.0976472808417352,1.6037889523157638,3.5362885535953126
depresjon,rf,record_wise,55.0,1034.0,1034.0,0.0,0.3471953578336557,0.0,0.8058027079303676,0.004948184101702096,0.7771249355204788,0.007578992808377681,0.7818112556945375,0.00650568689902745,0.5650115897010142,0.012380204920604923,0.8740610750025791,0.004367385512039189,0.799101099520591,0.007083012301624403,0.1357564586702045,0.0019515806536877956,1.2270359628565717,0.038062688692550826,-0.10941791445758116,0.014775574594623054,0.03897064583925882,0.0054829415628796715,55.0,0.0,0.41818181818181815,0.0,0.8818181818181818,0.00958265957626782,0.8605298913043479,0.009782241757074182,0.8724364082912244,0.010288000107051706,0.7688168974679996,0.021612622522130757,0.9769021739130433,0.001811594202898522,0.9686912884114156,0.002468577154155355,0.11308955773655707,0.001513338103580065,4.867513159172285,0.3365558903173518,0.08344974717771289,0.0138824212188249,0.18503492861064713,0.005789946135800605,55.0,0.0,0.82332022000136,0.9225078782631323,0.9487179487179488,1.0,0.7599753475986127,0.8636169126926189,0.8333333333333334,0.9497862566134234,0.7420593653045036,0.8424416046034191,0.8193979933110368,0.9637031809190171,0.10739932908090755,0.1659161963914975,0.09220602697841922,0.13205789274509455,0.9764201693097236,1.6767766491582816,3.7535724010567986,7.577207129455721
depresjon,rf,inflation,,,,,,,,,,,,,,,0.10702981533065092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057827776428586525,0.16845539875581633,,,,,,,,,,,,,,,,,,
depresjon,rf,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09375,,,,,,,,,,,,,,,,0.041339957035445726,0.14615384615384608,,,,,,,,,,,,,,,,
depresjon,rf,inflation,,,,,,,0.0957446808510638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04985010603356054,0.1505577184526016,,,,,,,,,,,,,,
depresjon,rf,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1272727272727272,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05714285714285705,0.19444444444444442,,,,,,,,,,,,
depresjon,rf,inflation,,,,,,,,,,,0.1224715731288265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06607519441696146,0.18358602673634367,,,,,,,,,,
