train,test,model,arm,n_subjects_eval,n_windows_eval,train_events,n_predictors,epv,window_n_mean,window_n_sd,window_prevalence_mean,window_prevalence_sd,window_accuracy_mean,window_accuracy_sd,window_balanced_accuracy_mean,window_balanced_accuracy_sd,window_macro_f1_mean,window_macro_f1_sd,window_mcc_mean,window_mcc_sd,window_auroc_mean,window_auroc_sd,window_auprc_mean,window_auprc_sd,window_brier_mean,window_brier_sd,window_calibration_slope_mean,window_calibration_slope_sd,window_calibration_intercept_mean,window_calibration_intercept_sd,window_ece_mean,window_ece_sd,subject_n_mean,subject_n_sd,subject_prevalence_mean,subject_prevalence_sd,subject_accuracy_mean,subject_accuracy_sd,subject_balanced_accuracy_mean,subject_balanced_accuracy_sd,subject_macro_f1_mean,subject_macro_f1_sd,subject_mcc_mean,subject_mcc_sd,subject_auroc_mean,subject_auroc_sd,subject_auprc_mean,subject_auprc_sd,subject_brier_mean,subject_brier_sd,subject_calibration_slope_mean,subject_calibration_slope_sd,subject_calibration_intercept_mean,subject_calibration_intercept_sd,subject_ece_mean,subject_ece_sd,n_subjects_mean,n_subjects_sd,window_auroc_ci_lo,window_auroc_ci_hi,subject_auroc_ci_lo,subject_auroc_ci_hi,window_accuracy_ci_lo,window_accuracy_ci_hi,subject_accuracy_ci_lo,subject_accuracy_ci_hi,window_macro_f1_ci_lo,window_macro_f1_ci_hi,subject_macro_f1_ci_lo,subject_macro_f1_ci_hi,window_brier_ci_lo,window_brier_ci_hi,subject_brier_ci_lo,subject_brier_ci_hi,window_calibration_slope_ci_lo,window_calibration_slope_ci_hi,subject_calibration_slope_ci_lo,subject_calibration_slope_ci_hi
psykose,depresjon,logreg,external,39,693,16,28,0.5714285714285714,693.0,0.0,0.5180375180375181,0.0,0.658008658008658,0.0,0.666371991393258,0.0,0.6425759445325812,0.0,0.372708995947103,5.851389114294502e-17,0.6891940353276734,1.1702778228589004e-16,0.7396417390473607,0.0,0.2621253986996329,5.851389114294502e-17,0.2673771567276523,0.0,1.202045034904533,2.340555645717801e-16,0.2020778234969499,2.925694557147251e-17,39.0,0.0,0.5897435897435896,1.1702778228589004e-16,0.6666666666666667,1.1702778228589004e-16,0.717391304347826,0.0,0.6585858585858586,0.0,0.4897755199783009,0.0,0.8016304347826086,0.0,0.8857089360152395,0.0,0.23532867581373024,2.925694557147251e-17,0.8586527421615398,0.0,1.1861423831944895,0.0,0.2544565378444385,0.0,39.0,0.0,0.564088798769787,0.7925548437902404,0.6838132877156244,0.9089911765200606,0.530014477295425,0.7742286357555153,0.559828956942833,0.7727272727272727,0.5282325944773799,0.7538334919962366,0.5533834586466165,0.7986236120056636,0.18769030564964162,0.3562622338298972,0.17388788519564957,0.2907453894348089,0.0440784995273792,0.5401078221764727,0.36313651331290336,2.9828718002913366
psykose,depresjon,rf,internal,38,687,16,28,0.5714285714285714,687.0,0.0,0.5036390101892285,0.0,0.7885007278020378,0.010132463583816993,0.7882405539640296,0.010093128662561379,0.7881253298818727,0.010054519897384545,0.5782206515749208,0.020700591820291134,0.8513883003068161,0.010670063905064244,0.8391672534812207,0.02268532358188611,0.15540919216889598,0.005818959658122274,0.7577011521355486,0.054280946346129816,-0.08673625383254975,0.04522725792552762,0.06634991186923192,0.013528581884056418,38.0,0.0,0.5789473684210528,1.1702778228589004e-16,0.8605263157894736,0.01776180415027774,0.8488636363636364,0.018691560290114127,0.8541586584881891,0.018672045292067188,0.7136578911734028,0.03751404847374681,0.9454545454545453,0.013969006753474063,0.9630889819601813,0.011251245878037797,0.11052628778985799,0.0053906947672127765,1.9650890418937188,0.19298784067575228,0.22280569928754143,0.03935963735829071,0.14422657036666878,0.02267019913463054,38.0,0.0,0.7559788826203191,0.925910913923667,0.892976339248103,0.993006993006993,0.703700947412614,0.8677892023238405,0.7619047619047619,0.9545454545454546,0.7083796597903195,0.8722174818298424,0.7450877131909102,0.95046671857656,0.10407936330824075,0.20921843594766754,0.07386971200343,0.14278398211962348,0.49427574574341443,1.2023018671187562,1.410916509552543,6.621431864027348
psykose,depresjon,rf,external,39,693,16,28,0.5714285714285714,693.0,0.0,0.5180375180375181,0.0,0.6604617604617603,0.0045147474863904994,0.66802036595333,0.004469152518255548,0.6483605252818874,0.004922070855755489,0.36765541633334375,0.00946589407787855,0.7282879922606041,0.0020240421787281657,0.7814095809155772,0.0023056066270310516,0.2254144253231129,0.0007727266880319721,0.6258596699591609,0.008362079972935166,0.7436950132370861,0.008144311380422107,0.14679819689396983,0.005980710943772059,39.0,0.0,0.5897435897435896,1.1702778228589004e-16,0.6871794871794872,0.010811205675789338,0.734782608695652,0.0091660222033866,0.6814497920380275,0.012050350996561645,0.5161737457348068,0.013913086596313354,0.8252717391304347,0.002577943744702495,0.8973058823856075,0.0017952707615605911,0.2002006327916795,0.0010424201449090512,2.214075233579688,0.03597670562002615,0.8630066507439835,0.008221267750666863,0.2506742450512152,0.029552414941968693,39.0,0.0,0.6195101865252866,0.8177542055645374,0.7140642099586834,0.9166666666666667,0.5433313482756669,0.7690139342789503,0.5833333333333334,0.8,0.5503474252485321,0.7625529847438536,0.5833333333333333,0.8055555555555556,0.16963275908641604,0.2918909700256387,0.14954715929181125,0.24046489707550533,0.36592246198571104,0.9232306652927313,1.466638034528741,3.4953736037685674
psykose,depresjon,xgboost,internal,38,687,16,28,0.5714285714285714,687.0,0.0,0.5036390101892285,0.0,0.7860262008733624,0.0098245787148552,0.7859046836065297,0.009771748439925804,0.785884630501523,0.00976735045329587,0.5724033467952747,0.019854239022692656,0.8709232451307782,0.011848390739013363,0.86675921103005,0.018340097287850774,0.15585854963793327,0.007097545791942171,0.5526440739469414,0.03697119512682875,-0.17889713755606004,0.09353545330561044,0.1014030531442672,0.009499431372443759,38.0,0.0,0.5789473684210528,1.1702778228589004e-16,0.8921052631578947,0.014938058215724899,0.8821022727272728,0.014867725822071569,0.8874863643447093,0.015310318182479472,0.7791340511499908,0.031192041600864338,0.9590909090909092,0.01114048573473693,0.9735242056861402,0.008946428480735071,0.0921696152049043,0.006503062520232198,1.8203701293113954,0.21445473009231625,0.1786340020368647,0.06780913871793101,0.1411281890358384,0.017806746939135965,38.0,0.0,0.7932659976791033,0.9364511216743602,0.9230769230769231,1.0,0.7095068516005306,0.8643282820612046,0.8260869565217391,0.96,0.7180413583039831,0.8680375208599015,0.8174603174603174,0.9596012800629937,0.09901553868070925,0.20923954572219866,0.05589133362811897,0.122602871234157,0.39256809727336167,0.8397213645594329,1.3222528531457833,23.18630611171774
psykose,depresjon,xgboost,external,39,693,16,28,0.5714285714285714,693.0,0.0,0.5180375180375181,0.0,0.6383838383838383,0.005617624365812971,0.6471073173986289,0.0055857445054787154,0.6202488508649552,0.006141539932997138,0.33372774100078567,0.012366829974185234,0.6696220372625223,0.0028160085209174564,0.731719931982881,0.0025581556701565994,0.2845663334158338,0.0018479595144312215,0.30054287243658007,0.008779169628308972,1.440293288371846,0.03327383208168164,0.2331904548870028,0.006147401274976416,39.0,0.0,0.5897435897435896,1.1702778228589004e-16,0.6153846153846153,1.1702778228589004e-16,0.6739130434782609,0.0,0.5984900480439259,0.0,0.4237017130659009,0.0,0.766032608695652,0.008045803620000893,0.8558695267418168,0.005543741421371203,0.24273665483946924,0.0024432307942497265,1.2294859409617747,0.044128641885515144,1.24233980455118,0.02533065066979943,0.23929604823963763,0.0048072060630434624,39.0,0.0,0.5691815588121438,0.7696106076804511,0.6166666666666667,0.8626187877657108,0.5050006571554764,0.7547725816099713,0.5,0.7307692307692307,0.5061316352761452,0.7318013573760271,0.47743690564364283,0.7204301075268817,0.20166560391535351,0.3799291972595185,0.1740031232565198,0.3019234108886133,0.14821607953182703,0.48136240122070156,0.7138772237204642,2.170516859332797
depresjon,hyperaktiv,majority,internal,55,1034,23,28,0.8214285714285714,1034.0,0.0,0.3471953578336557,0.0,0.6528046421663444,1.1702778228589004e-16,0.5,0.0,0.39496781743709775,0.0,0.0,0.0,0.48163829567729294,0.00019677765801851053,0.33681790103696735,0.00013813251720309788,0.22678225629516166,1.591988539128677e-06,-4.013961247687995,0.0007833096952107785,-0.00021223478930899382,2.6209490643858767e-06,4.810161941163349e-05,5.940025261528585e-07,55.0,0.0,0.41818181818181815,0.0,0.5818181818181818,0.0,0.5,0.0,0.367816091954023,0.0,0.0,0.0,0.4334239130434782,0.008664459451860968,0.3812655617223101,0.0034084618836520216,0.24868703510783755,1.6237944458765338e-07,-10.59743706394422,0.1289212438831369,0.30112636026824113,2.7995049022773777e-07,0.07097684002428017,1.1880050520325625e-07,55.0,0.0,0.2921156900328968,0.6526288526346561,0.29991269565804857,0.550993300579685,0.5129429237236917,0.7680809755971049,0.4722222222222222,0.6756756756756757,0.3390517084462116,0.43443353952560676,0.32075471698113206,0.4032258064516129,0.1915387276280649,0.26923362997829603,0.21999872269635679,0.28203736943586016,-83.35990396784638,55.869759171500476,-83.43930536645266,17.82558116546031
depresjon,hyperaktiv,majority,external,85,502,23,28,0.8214285714285714,502.0,0.0,0.5039840637450199,0.0,0.4960159362549801,0.0,0.5,0.0,0.33155792276964047,0.0,0.0,0.0,0.5,0.0,0.5039840637450199,0.0,0.27456682553743583,0.0,-0.0071941986839115,9.14279549108516e-19,0.6473268946470643,1.1702778228589004e-16,0.15678870591136435,0.0,85.0,0.0,0.5294117647058824,0.0,0.47058823529411764,0.0,0.5,0.0,0.31999999999999995,5.851389114294502e-17,0.0,0.0,0.5,0.0,0.5294117647058824,0.0,0.2823377670303106,5.851389114294502e-17,-0.053166772513269935,7.314236392868128e-18,0.7491733380406346,0.0,0.18221640687222668,0.0,85.0,0.0,0.5,0.5,0.4782608700169174,0.4838709677419355,0.3908689447591506,0.6064186493084188,0.38773996097936053,0.5471698113207547,0.2810326111336114,0.37750133723589274,0.2794038925940714,0.35365853658536583,0.24082673141278704,0.3067007223582113,0.2589337263877407,0.307656968851842,-0.2002210139921575,0.19512218541718904,-0.20618583823628472,0.08541693565423128
depresjon,hyperaktiv,logreg,internal,55,1034,23,28,0.8214285714285714,1034.0,0.0,0.3471953578336557,0.0,0.7222437137330754,0.008140149117775195,0.7174282471886928,0.007314752764724193,0.7059798927415047,0.007660919871537288,0.41990309463895825,0.014392070862407996,0.7650873826472713,0.01866806724821048,0.6199468046789116,0.012087778057298168,0.19406332411626126,0.005181204210852453,0.5241674755473161,0.09597289741849245,-0.5368053305091475,0.07361761376423676,0.11785882246420307,0.018457590408158073,55.0,0.0,0.41818181818181815,0.0,0.8254545454545454,0.02599710374488143,0.8255434782608695,0.029009911035726716,0.8219816319474541,0.027021430516741725,0.647126274351967,0.05612118317884288,0.8877717391304347,0.014968965129034041,0.8847681322463146,0.017625543389784244,0.15118609384266898,0.004735062137695639,1.8826350315217446,0.5850084413810543,-0.26703644399108717,0.06426980711451913,0.183272773278526,0.03726319040799021,55.0,0.0,0.6747648701423024,0.8606364186182001,0.8224609472640445,0.96854460711331,0.6447455101240378,0.7830126527053047,0.7352941176470589,0.8888888888888888,0.6251716473083551,0.7741840130207144,0.7327758510219428,0.8983053988419681,0.1510723952658003,0.23393301116062507,0.12051725332665639,0.1735963672774615,0.3491038772679448,1.028514270561527,1.5779995619720186,4.830037845330611
depresjon,hyperaktiv,logreg,external,85,502,23,28,0.8214285714285714,502.0,0.0,0.5039840637450199,0.0,0.4382470119521912,5.851389114294502e-17,0.43706843183008715,0.0,0.42506944782884154,0.0,-0.13171346351747193,0.0,0.44175119450132544,5.851389114294502e-17,0.4835386836949113,5.851389114294502e-17,0.35030875099735165,5.851389114294502e-17,-0.16055971987651277,0.0,-0.42307436141951615,0.0,0.2911292204844821,5.851389114294502e-17,85.0,0.0,0.5294117647058824,0.0,0.3764705882352941,0.0,0.3666666666666667,0.0,0.3535657913617448,5.851389114294502e-17,-0.2807449625374385,0.0,0.4188888888888889,0.0,0.5542765136780866,0.0,0.3140627481105193,5.851389114294502e-17,-0.3347483773241739,0.0,-0.22324475931940588,2.925694557147251e-17,0.2945821775772318,5.851389114294502e-17,85.0,0.0,0.3482705877728695,0.5317892085344285,0.32973138751300984,0.5186967262314599,0.3648616664476842,0.5185136711716388,0.2962962962962963,0.45454545454545453,0.35803187186189844,0.501782159503397,0.2851209016683009,0.43263196751568844,0.30604353620897307,0.39585721175199123,0.28166753205086864,0.34808903355141774,-0.4057517290233521,0.029440691291281202,-0.7523880681711752,0.09007279133929441
depresjon,hyperaktiv,rf,internal,55,1034,23,28,0.8214285714285714,1034.0,0.0,0.3471953578336557,0.0,0.7238878143133463,0.015074153985477998,0.6727855153203343,0.0149086937336748,0.6793368485228747,0.0160182726122388,0.36669210110419503,0.03341418924092348,0.7617034973692356,0.017236824107555875,0.6423889636745199,0.01913606804267347,0.18543180500601025,0.006964058162349018,0.6854949785527914,0.07197674472003344,0.012206939953623257,0.0500198194644769,0.06066126770132124,0.014617793906675614,55.0,0.0,0.41818181818181815,0.0,0.7745454545454546,0.024543583916747387,0.7444972826086957,0.02561470645734856,0.7512085764825491,0.027493952641567107,0.5399134635826492,0.056072998035119885,0.864945652173913,0.027853813179395018,0.8391081301706909,0.029164935119798178,0.16084587690744098,0.00623705070361713,1.9539069431128975,0.36324974217706685,0.1888841438400839,0.044306805476374,0.1395287462100393,0.01653518963327808,55.0,0.0,0.6809356578686305,0.848063656966458,0.8125,0.9481660666921903,0.6245014213973291,0.8030733099846418,0.6764705882352942,0.8529411764705882,0.5843176548774074,0.7544544560116421,0.640326538050105,0.8367190466277382,0.14089041253283133,0.23724808079754717,0.12619833686150256,0.1880683549515479,0.4868810064286169,1.0976472808417352,1.603788952315764,3.536288553595314
depresjon,hyperaktiv,rf,external,85,502,23,28,0.8214285714285714,502.0,0.0,0.5039840637450199,0.0,0.4876494023904382,0.0053780761570561934,0.4884105592329794,0.005361812457975006,0.48327573530471835,0.005668120655502132,-0.02362496208473363,0.010931738076117985,0.46021715319777134,0.002058972951325384,0.5040775460480891,0.0028028789474320998,0.3170325382657248,0.0013901165932054425,-0.15092654727895385,0.008860970527892545,0.32657201445441203,0.006978751483821471,0.20867415062425074,0.003936428667449383,85.0,0.0,0.5294117647058824,0.0,0.4682352941176471,0.007440653318043254,0.4790277777777777,0.007065306278716548,0.4549635538642372,0.00909215531097664,-0.045155020432431865,0.015342400652760416,0.43788888888888894,0.004527010841658523,0.5585627713696732,0.007288366995067206,0.29927251636198937,0.0013130258196815386,-0.2700615206450228,0.016282508512300866,0.42160817389103106,0.00648610832913246,0.18298729230192773,0.006906614290992,85.0,0.0,0.35993332338003503,0.55685090354268,0.3362661953845308,0.5344130785026742,0.41487581811353375,0.5609925029588099,0.3958333333333333,0.5462962557552371,0.411737268091525,0.5606642777209758,0.3824424163407214,0.539146177955479,0.28117348715922547,0.36024799867920093,0.27068158737609854,0.3288985937209073,-0.4706421707406785,0.14265194507828077,-0.8127508275729242,0.197909724703763
depresjon,hyperaktiv,xgboost,internal,55,1034,23,28,0.8214285714285714,1034.0,0.0,0.3471953578336557,0.0,0.7216634429400386,0.01345341113941194,0.6696473743938924,0.014188727798819974,0.6761506385002216,0.01500678029202813,0.3606999717053738,0.030583945509700835,0.7445810378623748,0.02654521266214585,0.6251135182727444,0.021285755161608324,0.20201191977493696,0.01050803902362066,0.43337476428011906,0.0689855231857774,0.2902783588521854,0.08450749981000802,0.12255007223508949,0.016266783698248077,55.0,0.0,0.41818181818181815,0.0,0.7727272727272727,0.024618298195866556,0.7398777173913043,0.027456355980629243,0.7460245539023072,0.029924821915284956,0.5400279470295495,0.05411891829391877,0.8619565217391303,0.03191055182193409,0.8394766147961006,0.03490481955920266,0.15922625652651337,0.010110623909471293,1.4305201192951436,0.48229486579437564,0.364613076960998,0.06596085271395002,0.15985996196554467,0.02054261659054617,55.0,0.0,0.6749676537342599,0.8423242182615843,0.7946287693428353,0.9472665898432105,0.623847880062484,0.7947755628007814,0.7027027027027027,0.868421052631579,0.588683936488651,0.7524039569315996,0.6650386897896612,0.8564593301435407,0.14466281089760225,0.26243674627994035,0.11632365871907613,0.19047010739642878,0.3322869418090723,0.760322626433286,1.2549534770060962,2.8316878712066966
depresjon,hyperaktiv,xgboost,external,85,502,23,28,0.8214285714285714,502.0,0.0,0.5039840637450199,0.0,0.4782868525896415,0.009504866192444544,0.4790045557724971,0.009551431697505709,0.4743335895839338,0.009084593789543823,-0.042661764434923075,0.019313396642608577,0.45901074654348617,0.004023590101507384,0.49033571234389745,0.004039414328458868,0.3643466664761309,0.0025766605114812833,-0.08694415432138548,0.007935185181127867,0.4756174130223661,0.016452843728859228,0.29478149291511024,0.009623474952815961,85.0,0.0,0.5294117647058824,0.0,0.4564705882352942,0.01215053598810169,0.46388888888888885,0.01226633453656646,0.45106171333513023,0.012190486823414235,-0.07458806160321307,0.025321620237215157,0.445,0.008050764858994149,0.538020737628163,0.008762212798063964,0.32747167762005985,0.003601698050068723,-0.15636841010129293,0.021961246062453588,0.5289754259717716,0.013757852033845207,0.2451496158277287,0.012203901757319079,85.0,0.0,0.3582404015781468,0.5500287446217776,0.34552337146939427,0.5443130220125192,0.3967891575486753,0.5442028425638742,0.3584905660377358,0.5094339622641509,0.39559659226514265,0.5424924815965205,0.35181505058072904,0.5068149819295332,0.3166873449102102,0.42185396998284475,0.28760509623136415,0.3672728439980382,-0.2803233092854389,0.08524441934307717,-0.5131119493050769,0.15966234339015903
